Date,City,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,HCHO,Temp,Wind_U,Wind_V,Fire_Count,AOD,Latitude,Longitude,PM2.5_SubIndex,NO2_column_number_density,SO2_column_number_density,CO_column_number_density,O3_column_number_density,Distance_To_Coast,Elevation
2024-09-01,Amritsar,33.64,103.11,10.18,14.45,23.74,27.63,6.13,0.43,50.68,0.0003397323840371,302.9068603515625,0.7457319895426432,0.098794937133789,0.0,0.7391629138962317,31.63,74.87,56.06666666666667,9.742805527257484e-05,-3.317789346735818e-05,0.0352173037827241,0.1298136033934231,9.909278480293104,234.0
2024-09-02,Amritsar,40.19,100.95,9.82,14.54,22.74,26.29,8.82,0.58,50.29,0.0004012009012516,301.0597750345866,-1.63949457804362,0.7462914784749349,0.0,0.7391629138962317,31.63,74.87,66.98333333333333,9.950949150289264e-05,-9.900875980285167e-06,0.0366372689605003,0.1279051753087383,9.909278480293104,234.0
2024-09-03,Amritsar,39.08,69.05,8.87,14.49,22.63,25.98,6.81,0.46,48.49,0.0003395620105911,300.92219797770184,-0.358456293741862,-0.1946418682734171,0.0,0.7391629138962317,31.63,74.87,65.13333333333333,9.036272967938556e-05,1.4185202600740352e-05,0.0380572341382765,0.1295254081488488,9.909278480293104,234.0
2024-09-04,Amritsar,37.66,70.97,10.9,17.71,25.66,26.95,6.0,0.42,50.14,0.0002779231199306,300.73002433776855,-0.0604431231816609,0.0754579703013102,0.0,0.7391629138962317,31.63,74.87,62.766666666666666,0.00010998644575,3.827128118176587e-05,0.0343928746878833,0.1303801238536688,9.909278480293104,234.0
2024-09-05,Amritsar,34.82,76.22,10.75,15.39,25.13,26.49,6.37,0.44,49.67,0.0002162842292701,300.7367235819499,-0.5753269195556641,0.0127089023590087,0.0,0.7391629138962317,31.63,74.87,58.03333333333333,0.0001033990920404,6.235735976279139e-05,0.0386648992512543,0.1303759664296495,9.909278480293104,234.0
2024-09-06,Amritsar,23.1,86.26,13.91,16.19,28.07,27.27,5.64,0.4,48.57,0.0001770905756464,300.585901260376,-0.9941272735595704,0.0576095581054687,1.0,0.7391629138962317,31.63,74.87,38.50000000000001,7.419712306258818e-05,8.64434383438169e-05,0.0425258767577171,0.1331480756171109,9.909278480293104,234.0
2024-09-07,Amritsar,11.9,45.81,15.77,17.22,30.38,27.96,5.89,0.41,48.48,0.0002227832883364,300.65673446655273,-0.5149549643198649,0.1709143320719401,0.0,0.7391629138962317,31.63,74.87,19.833333333333336,8.168989006660628e-05,-0.0002357314369873,0.0420936327427841,0.1320718079805019,9.909278480293104,234.0
2024-09-08,Amritsar,7.81,31.96,15.22,17.17,29.2,28.07,5.84,0.41,49.07,0.0002309047558809,301.45320256551105,-0.1388000249862671,0.304042379061381,2.0,0.7391629138962317,31.63,74.87,13.016666666666666,8.62738670548979e-05,3.725101851162102e-05,0.0388329001143544,0.1320420652628794,9.909278480293104,234.0
2024-09-09,Amritsar,12.64,54.82,14.63,16.9,28.57,28.87,6.97,0.49,48.46,0.0002104406594297,302.2701301574707,0.727959950764974,-0.0257911682128906,2.0,0.7391629138962317,31.63,74.87,21.06666666666667,0.0001301398151553,-0.0001715203834464,0.0355721674859247,0.1296366453170228,9.909278480293104,234.0
2024-09-10,Amritsar,16.93,70.85,16.23,16.35,30.71,27.81,7.87,0.48,48.6,0.0002117865951732,300.6570116678874,-0.9811292092005413,0.2543720404307047,0.0,0.7391629138962317,31.63,74.87,28.21666666666667,0.0001146474678534,-0.0001293671897936,0.0347224269062123,0.126133024692482,9.909278480293104,234.0
2024-09-11,Amritsar,15.41,50.28,16.26,17.49,30.58,28.81,7.77,0.54,47.58,0.0002131325309166,301.5275630950928,0.066989262898763,-0.6145553588867188,2.0,0.7391629138962317,31.63,74.87,25.683333333333337,0.0001096986292759,-8.721399614095192e-05,0.0338726863264999,0.1293683254438733,9.909278480293104,234.0
2024-09-12,Amritsar,41.58,85.02,20.57,18.19,34.65,29.94,6.83,0.48,46.74,0.0004501433286354,302.29461097717285,-0.154455820719401,0.2886598507563273,0.0,0.7391629138962317,31.63,74.87,69.3,0.0001388364673107,0.0001815113899288,0.0423341616987984,0.1303145315735783,9.909278480293104,234.0
2024-09-13,Amritsar,44.97,59.99,22.11,17.94,35.91,29.08,7.03,0.49,47.21,0.0002788582787617,301.072167078654,-0.8591206868489584,0.4687730073928833,5.0,0.7391629138962317,31.63,74.87,74.95,9.648511602276676e-05,0.0005584975602259,0.040575200691801,0.1287866811809148,9.909278480293104,234.0
2024-09-14,Amritsar,45.22,83.19,11.8,14.79,24.69,26.5,7.65,0.51,47.17,0.0002182576726533,300.9118124643962,-0.8485870361328125,0.6133459409077963,6.0,0.7391629138962317,31.63,74.87,75.36666666666667,0.0001203490173792,0.0003538686432874,0.0388162396848037,0.1300120204686511,9.909278480293104,234.0
2024-09-15,Amritsar,53.98,102.69,8.58,14.64,22.98,26.22,6.65,0.46,48.18,0.0001075419786503,300.8136450449626,0.1545963287353515,0.2904177904129028,7.0,0.7391629138962317,31.63,74.87,89.96666666666667,8.437240467170038e-05,0.0001959430228452,0.0325527898967128,0.1284358948468562,9.909278480293104,234.0
2024-09-16,Amritsar,52.0,103.49,12.09,18.7,28.59,31.35,6.34,0.44,48.81,0.0002969890192619,301.0017566680908,0.7556654612223307,0.0721641381581624,6.0,0.7391629138962317,31.63,74.87,86.66666666666667,9.77142917691427e-05,-0.0002507899189369,0.0361707098781909,0.1302055418492201,9.909278480293104,234.0
2024-09-17,Amritsar,47.72,100.19,9.04,14.63,23.2,26.57,8.0,0.55,47.04,0.0002907937630202,301.85250918070477,0.177679697672526,-0.0707592566808064,11.0,0.7391629138962317,31.63,74.87,79.53333333333333,9.5049847857882e-05,0.0011945061140163,0.0404789894819088,0.1343624138031076,9.909278480293104,234.0
2024-09-18,Amritsar,44.43,80.49,17.16,19.19,31.69,29.9,7.71,0.53,50.47,0.0002851457414835,301.07787068684894,-0.5828851064046224,-0.2529439926147461,4.0,0.7391629138962317,31.63,74.87,74.05,0.0001068300287201,1.4199400666969008e-05,0.0359332114458043,0.1299282459665242,9.909278480293104,234.0
2024-09-19,Amritsar,40.38,61.59,11.38,17.42,25.38,29.44,6.63,0.46,50.41,0.0004132630658884,299.30718930562335,1.3331534067789714,-0.3189073006312052,0.0,0.7391629138962317,31.63,74.87,67.30000000000001,0.0001135636412074,-2.724225991061337e-07,0.0356321781873741,0.1284246593715042,9.909278480293104,234.0
2024-09-20,Amritsar,45.11,69.86,25.32,22.61,39.32,34.63,6.73,0.47,49.47,0.0005413803902934,300.8457895914714,0.2635110219319661,0.5566606918970743,5.0,0.7391629138962317,31.63,74.87,75.18333333333334,0.0001269461373045,-1.4744245865181275e-05,0.0353311449289439,0.1239289024268465,9.909278480293104,234.0
2024-09-21,Amritsar,39.37,75.77,23.69,23.62,37.22,34.39,7.15,0.5,49.91,0.0004581303767268,301.70082728068036,-0.0413099924723307,0.7961880366007487,14.0,0.7391629138962317,31.63,74.87,65.61666666666666,0.00011580704873,5.732668301245741e-05,0.0360825471579875,0.1281371435605645,9.909278480293104,234.0
2024-09-22,Amritsar,40.73,78.53,21.81,21.57,34.24,36.01,7.02,0.49,47.1,0.0004068423586435,302.5025552113851,-0.0334517161051432,0.7367656230926514,21.0,0.7391629138962317,31.63,74.87,67.88333333333333,0.0001350902457488,-0.0001977986830752,0.0464209765195794,0.1269178092479563,9.909278480293104,234.0
2024-09-23,Amritsar,48.62,95.03,19.64,16.84,32.22,27.35,8.19,0.58,51.79,0.0002770637947833,303.1627991994222,0.5462913513183594,-0.1027915477752685,10.0,0.7391629138962317,31.63,74.87,81.03333333333333,9.3563472079187e-05,-4.6156338015151754e-05,0.0431555343824659,0.1261501300628268,9.909278480293104,234.0
2024-09-24,Amritsar,46.61,102.1,18.81,16.2,27.95,25.19,10.06,0.71,52.86,0.000310793789097,302.9339434305827,-0.2431310017903646,0.3413127263387044,10.0,0.7391629138962317,31.63,74.87,77.68333333333334,0.0001321261801148,-0.0001198890564522,0.0426590099015918,0.1257143893958816,9.909278480293104,234.0
2024-09-25,Amritsar,39.28,105.77,16.2,14.85,25.69,23.62,9.27,0.65,52.19,0.0003445237834108,303.0157419840495,-1.2865435282389324,1.0846657752990725,16.0,0.7391629138962317,31.63,74.87,65.46666666666667,0.0001706888881505,-0.0001936217748893,0.0421624854207178,0.1252786487289364,9.909278480293104,234.0
2024-09-26,Amritsar,40.1,110.2,7.25,10.18,15.71,18.34,11.58,0.76,53.34,0.0003782537777245,300.86946296691895,-1.8604590098063152,1.025661587715149,0.0,0.7391629138962317,31.63,74.87,66.83333333333334,7.972937601155456e-05,-0.0002673544933264,0.0445231276706725,0.127299100160641,9.909278480293104,234.0
2024-09-27,Amritsar,20.35,60.84,4.11,9.39,13.44,19.36,9.34,0.65,54.45,0.0004119837720383,300.6830603281657,-0.8614832560221354,0.1528010368347168,0.0,0.7391629138962317,31.63,74.87,33.91666666666667,8.250850078183678e-05,-0.0003410872117636,0.0437886624005258,0.1271240338683071,9.909278480293104,234.0
2024-09-28,Amritsar,15.8,53.45,9.93,14.45,22.43,30.45,8.45,0.4,51.8,0.000445713766352,299.4622090657552,-0.5208594004313151,-0.1487263441085815,0.0,0.7391629138962317,31.63,74.87,26.333333333333336,8.528762555211901e-05,-0.0004148199302007,0.0430541971303792,0.1269489675759732,9.909278480293104,234.0
2024-09-29,Amritsar,21.09,74.31,3.92,9.48,12.7,28.35,10.0,0.66,49.1,0.0001341164831077,300.85958162943524,0.4780006408691406,-0.0800864299138387,2.0,0.7391629138962317,31.63,74.87,35.15,9.988342799565176e-05,-0.0004885526486378,0.0423197318602326,0.1265125485226518,9.909278480293104,234.0
2024-09-30,Amritsar,36.71,63.52,5.65,10.24,15.84,27.9,9.38,0.58,50.92,0.0002441889082549,301.8484026590983,1.9865264892578125,-0.4061359564463297,4.0,0.7391629138962317,31.63,74.87,61.18333333333334,9.260869410350727e-05,-0.0004558496599234,0.041585266590086,0.1222812011837442,9.909278480293104,234.0
2024-10-01,Amritsar,58.65,117.31,10.43,14.04,22.78,30.37,9.14,0.64,47.09,2.490572682643505e-05,301.5881684621175,0.3601462046305339,-0.3121923605600993,8.0,0.7391629138962317,31.63,74.87,97.75,0.0001158189221686,-0.000423146671209,0.0395351015031469,0.1208516053901527,9.909278480293104,234.0
2024-10-02,Amritsar,33.01,84.0,12.05,12.32,23.43,28.13,10.7,0.74,46.89,0.0003957453300243,301.9629313151042,-0.0110994974772135,0.1409854888916015,19.0,0.7391629138962317,31.63,74.87,55.016666666666666,0.0001070440994226,-0.0001885411475086,0.0405797176062745,0.1214122846722467,9.909278480293104,234.0
2024-10-03,Amritsar,37.17,106.85,9.18,11.72,19.81,27.49,14.42,0.97,46.91,0.0003884852631015,301.51337242126465,-0.4784596761067708,0.1753934224446614,32.0,0.7391629138962317,31.63,74.87,61.95,0.0001503886160207,0.0013038769830016,0.0428002681583083,0.1213537678122384,9.909278480293104,234.0
2024-10-04,Amritsar,28.51,85.31,10.47,11.99,21.91,27.22,13.45,0.93,46.92,0.0002998864166938,301.3697344462077,-1.2172234853108723,0.1257705688476562,9.0,0.7391629138962317,31.63,74.87,47.51666666666667,0.0001309162029057,0.0004808115481341,0.0450208187103421,0.1262989858646072,9.909278480293104,234.0
2024-10-05,Amritsar,25.54,79.61,12.66,12.49,24.08,27.84,14.95,1.05,47.35,0.0001611081097509,300.7940209706624,-0.7358021338780721,-0.5658214092254639,3.0,0.7391629138962317,31.63,74.87,42.56666666666667,0.0001069500856917,8.104618230863197e-05,0.0384155153090433,0.1262177854483963,9.909278480293104,234.0
2024-10-06,Amritsar,8.52,31.67,11.84,12.74,23.72,28.1,14.27,1.0,46.42,0.0004456616588866,299.6604696909587,1.2929502328236897,-0.7540198167165121,0.0,0.7391629138962317,31.63,74.87,14.2,9.00351878953717e-05,-0.0002643834741319,0.0400100944668011,0.1238148659467173,9.909278480293104,234.0
2024-10-07,Amritsar,13.69,43.54,11.79,13.18,22.44,27.89,13.98,0.92,46.65,5.064636272922459e-05,299.6104907989502,0.2447222868601481,-0.2105284531911214,10.0,0.7391629138962317,31.63,74.87,22.816666666666663,0.0001139484261325,-0.0006009730075946,0.0358017198741284,0.1229607958361363,9.909278480293104,234.0
2024-10-08,Amritsar,20.45,58.37,7.98,11.67,19.65,27.39,9.59,0.67,45.36,0.0002076010423478,298.87119166056317,1.256405512491862,-0.7406778335571289,23.0,0.7391629138962317,31.63,74.87,34.083333333333336,0.0001065126495409,-0.000288032809759,0.0354029145521077,0.1254185338904341,9.909278480293104,234.0
2024-10-09,Amritsar,15.6,56.5,7.62,11.28,18.3,27.25,10.48,0.72,49.28,0.0002140949702377,298.65964762369794,1.8278624216715496,-1.220142165819804,14.0,0.7391629138962317,31.63,74.87,26.0,9.747785403596124e-05,0.0003410506054189,0.035004109230087,0.1268775281189466,9.909278480293104,234.0
2024-10-10,Amritsar,22.82,62.16,8.68,12.13,20.38,27.56,9.92,0.69,47.76,0.0001944319083121,298.2645785013835,1.5887196858723958,-0.9552939732869468,14.0,0.7391629138962317,31.63,74.87,38.03333333333334,0.0001005555750452,-0.0004812245315404,0.0386395640671089,0.1290297657250812,9.909278480293104,234.0
2024-10-11,Amritsar,58.93,110.32,12.85,13.93,22.54,30.34,12.9,0.76,53.28,0.0001793999399523,298.3153603871663,0.8079274495442709,-0.1927102406819661,46.0,0.7391629138962317,31.63,74.87,98.21666666666668,0.0001042116041528,0.0003930525948114,0.0363356888811799,0.1286741106391704,9.909278480293104,234.0
2024-10-12,Amritsar,61.6,131.47,16.26,15.44,27.5,29.72,10.44,0.72,51.26,0.0003924507764166,297.7853425343831,-0.385647455851237,0.3038101196289062,57.0,0.7391629138962317,31.63,74.87,105.33333333333334,0.0001233200777016,0.0011522416423829,0.0388980321586382,0.1271265135995358,9.909278480293104,234.0
2024-10-13,Amritsar,40.31,103.62,15.25,14.86,25.84,29.76,10.11,0.71,49.68,0.0002723766083362,297.7674853006999,-0.5962924957275391,0.4417689243952433,74.0,0.7391629138962317,31.63,74.87,67.18333333333334,0.0001192858685531,-0.0001426051712437,0.0437831040471814,0.1255599534583253,9.909278480293104,234.0
2024-10-14,Amritsar,44.07,115.36,13.46,12.84,25.17,28.19,10.93,0.77,47.42,0.0002118597476509,298.386957804362,1.0741844177246094,-0.3374069134394328,27.0,0.7391629138962317,31.63,74.87,73.45,0.0001239898701897,0.0008496129303242,0.0486681759357246,0.1254631876945912,9.909278480293104,234.0
2024-10-15,Amritsar,41.79,122.49,12.22,12.4,23.78,28.37,9.55,0.67,48.36,0.0003108115064932,298.39659309387207,0.9509563446044922,-0.3668570518493652,19.0,0.7391629138962317,31.63,74.87,69.65,0.0001026593613854,0.00017527379712,0.0464290124529893,0.1217078189050548,9.909278480293104,234.0
2024-10-16,Amritsar,47.28,104.85,11.75,12.39,23.23,27.81,10.01,0.7,47.41,-0.0001063783493008,298.3414713541667,-1.1795387268066406,0.412391463915507,20.0,0.7391629138962317,31.63,74.87,78.80000000000001,9.873924864218614e-05,0.000683905323967,0.044189848970254,0.1244572326540365,9.909278480293104,234.0
2024-10-17,Amritsar,68.48,104.42,14.96,13.13,26.72,26.62,10.75,0.67,50.44,0.0002057532270084,298.48657608032227,-1.492511749267578,0.1547152598698934,24.0,0.7391629138962317,31.63,74.87,128.26666666666668,9.518462766771224e-05,-0.0004514664034236,0.0402094237506344,0.1223598197289148,9.909278480293104,234.0
2024-10-18,Amritsar,65.81,158.03,16.48,13.25,28.08,24.34,9.75,0.68,47.51,0.0003149276657197,298.7862548828125,-1.0469474792480469,-0.3138973712921142,42.0,0.7391629138962317,31.63,74.87,119.36666666666667,9.22722512675961e-05,-0.0002782054731261,0.047071259421492,0.1247259182540714,9.909278480293104,234.0
2024-10-19,Amritsar,64.41,184.18,15.13,13.01,26.79,24.69,10.49,0.73,49.58,0.0003758460516108,298.4473997751872,-0.7482083638509115,-0.4129479726155599,41.0,0.7391629138962317,31.63,74.87,114.7,0.0001274710957658,-0.000322116189636,0.050675911805213,0.1260035187005016,9.909278480293104,234.0
2024-10-20,Amritsar,44.8,177.84,16.47,13.1,28.21,24.44,10.51,0.73,48.54,0.0003109304452662,298.771821975708,-1.2061812082926433,-0.3257592519124349,22.0,0.7391629138962317,31.63,74.87,74.66666666666666,0.0001033078187901,0.0002162591124486,0.0542805641889342,0.1236663572489941,9.909278480293104,234.0
2024-10-21,Amritsar,29.96,197.12,15.68,12.8,26.17,24.77,10.47,0.7,47.22,0.0001509482244727,298.5935465494792,-0.6406675974527994,-0.4355817635854085,6.0,0.7391629138962317,31.63,74.87,49.93333333333334,0.0001231362839462,-3.378194014657842e-05,0.0569222345947776,0.1246816143393377,9.909278480293104,234.0
2024-10-22,Amritsar,49.26,209.38,8.99,11.47,19.17,23.19,10.67,0.69,49.76,0.0003785594803206,298.3152847290039,-0.0778942108154296,-0.4843183755874634,2.0,0.7391629138962317,31.63,74.87,82.1,0.0001804515486766,-0.0005063716124512,0.055241222358269,0.1255883378250784,9.909278480293104,234.0
2024-10-23,Amritsar,97.66,269.29,10.44,15.94,22.64,24.21,10.26,0.72,50.88,0.0004357903380876,298.0891532897949,1.171405792236328,-1.2403152386347454,19.0,0.7391629138962317,31.63,74.87,225.53333333333333,9.523270273340907e-05,-7.488756818923861e-05,0.0493057873401081,0.1229698434471127,9.909278480293104,234.0
2024-10-24,Amritsar,95.67,136.14,14.39,16.22,30.31,27.85,14.34,1.0,48.5,0.0001939322974066,298.704781850179,1.8688735961914065,-1.3486968278884888,34.0,0.7391629138962317,31.63,74.87,218.9,8.773629815553435e-05,-0.0009918772848326,0.0457626986117481,0.1209914758801862,9.909278480293104,234.0
2024-10-25,Amritsar,92.19,152.36,16.64,22.31,38.24,33.6,14.06,0.98,50.26,0.0002445583741063,297.85600662231445,1.9866619110107424,-0.9197103977203368,28.0,0.7391629138962317,31.63,74.87,207.3,0.0001125296887278,0.0028643639772995,0.0413258634507701,0.1175663457393611,9.909278480293104,234.0
2024-10-26,Amritsar,111.84,183.68,28.97,30.14,50.15,40.86,14.11,0.99,48.59,0.0002931626499911,297.4894104003906,-0.1361713409423828,-0.1277020772298177,18.0,0.7391629138962317,31.63,74.87,272.8,0.0001087125347112,-0.0004043890221511,0.0407008007169176,0.11771748214964,9.909278480293104,234.0
2024-10-27,Amritsar,164.29,253.15,17.43,22.5,38.54,37.36,14.23,1.0,50.77,0.0003330693580208,297.94772211710614,-1.6070626576741536,0.2501893043518066,29.0,0.7391629138962317,31.63,74.87,334.0692307692308,0.000180771225132,-5.868782318429365e-05,0.0419660695046099,0.1180339902639256,9.909278480293104,234.0
2024-10-28,Amritsar,70.95,192.29,15.62,21.68,36.82,38.63,13.89,0.97,48.99,0.0003086204423982,298.2886142730713,-1.5351975758870442,0.2174074252446492,37.0,0.7391629138962317,31.63,74.87,136.5,0.000109166909956,-0.0009581141639496,0.0432313382923022,0.12242593616242,9.909278480293104,234.0
2024-10-29,Amritsar,86.06,209.91,32.63,39.63,50.82,50.53,9.82,0.67,47.99,0.0005230849492361,298.80531056722003,-0.9051653544108073,-0.5463234980901083,74.0,0.7391629138962317,31.63,74.87,186.86666666666667,0.0001238111855517,-0.0003269280093705,0.0444966070799945,0.123526614080684,9.909278480293104,234.0
2024-10-30,Amritsar,67.76,211.06,35.81,45.78,56.28,60.0,7.22,0.51,48.01,0.0003084311669944,299.1002712249756,1.0723446607589722,-1.534354527791341,47.0,0.7391629138962317,31.63,74.87,125.86666666666667,0.000102012687421,0.0001238967233803,0.0457618758676868,0.1219991594553832,9.909278480293104,234.0
2024-10-31,Amritsar,126.62,218.2,8.89,14.5,22.98,35.39,14.07,0.98,49.04,-4.959326906826113e-05,298.0399748484294,2.3206253051757812,-0.9495379130045573,41.0,0.7391629138962317,31.63,74.87,305.0923076923077,0.0001133744663445,0.0005806408563191,0.0369628831384721,0.1170488482831158,9.909278480293104,234.0
2024-11-01,Amritsar,195.93,396.42,15.02,28.8,43.45,36.19,34.11,2.01,47.62,0.000453537009889,296.2887128194173,0.3662408192952474,-0.140434980392456,154.0,0.7391629138962317,31.63,74.87,358.4076923076923,0.0001032794971251,0.0003890181118553,0.0402042455971071,0.1181950345635281,9.909278480293104,234.0
2024-11-02,Amritsar,229.33,441.2,14.94,28.35,42.98,36.57,47.48,2.35,48.62,0.0005618339637292,295.66762351989746,-0.6440722147623698,0.2502444982528686,55.0,0.7391629138962317,31.63,74.87,384.1,0.0001259478911009,0.0001973953673916,0.051187464967358,0.1166036611497466,9.909278480293104,234.0
2024-11-03,Amritsar,104.29,292.97,14.07,28.41,42.02,36.69,13.39,0.93,49.04,0.0003633212763814,296.5471185048421,-0.094024658203125,-0.2373778025309244,68.0,0.7391629138962317,31.63,74.87,247.63333333333335,0.000106989951746,-0.0003783963911699,0.062170684337609,0.1160543039440566,9.909278480293104,234.0
2024-11-04,Amritsar,96.74,234.24,14.78,28.34,40.22,36.13,9.28,0.6,46.63,0.0001993388723348,296.50695482889813,0.0437304178873697,0.2043884992599487,73.0,0.7391629138962317,31.63,74.87,222.46666666666664,0.0001313232060056,0.000275687663816,0.0624882355332555,0.1189268156886495,9.909278480293104,234.0
2024-11-05,Amritsar,121.97,260.38,13.73,25.61,38.51,33.85,15.43,1.06,47.24,0.0003449885407461,296.51870854695636,-1.2371788024902344,-1.8397967020670577e-05,21.0,0.7391629138962317,31.63,74.87,301.5153846153846,0.0001786497232387,-0.0007594695198349,0.0628057867289021,0.1174602098762702,9.909278480293104,234.0
2024-11-06,Amritsar,112.88,272.06,13.13,23.7,36.48,32.44,45.03,3.16,47.93,0.0004438446466049,296.6281210581462,-0.5278260310490926,0.2076028188069661,16.0,0.7391629138962317,31.63,74.87,276.26666666666665,0.0001213476715954,0.0001374063327454,0.0767062614635407,0.1161166025393146,9.909278480293104,234.0
2024-11-07,Amritsar,91.51,203.45,17.13,24.56,40.39,32.46,16.22,1.11,48.73,0.0003642698284237,297.07884852091473,-1.1010278065999348,-0.1022711594899495,17.0,0.7391629138962317,31.63,74.87,205.03333333333336,0.0001108094002119,-0.0005159021238794,0.0787005504109163,0.1211279258131415,9.909278480293104,234.0
2024-11-08,Amritsar,104.93,269.82,12.33,23.35,35.59,31.97,12.59,0.89,49.32,9.660968498788412e-05,296.7341601053874,-0.927053451538086,-0.22137451171875,33.0,0.7391629138962317,31.63,74.87,249.7666666666667,9.84906655504114e-05,-0.0004638168940581,0.080694839358292,0.1203116625548236,9.909278480293104,234.0
2024-11-09,Amritsar,113.84,312.83,13.89,23.5,37.27,32.2,17.48,1.22,49.4,0.0001217847671409,296.4108250935872,-0.8864527146021525,-0.545854926109314,27.0,0.7391629138962317,31.63,74.87,279.4666666666667,8.66279442562078e-05,-0.0004117316642368,0.0781017884611826,0.1153474003076936,9.909278480293104,234.0
2024-11-10,Amritsar,101.38,256.32,14.53,23.42,36.49,32.74,15.58,1.04,47.36,0.0001469598492939,296.01618003845215,-0.3483951489130656,-0.4451220035552978,8.0,0.7391629138962317,31.63,74.87,237.93333333333337,0.0001104763809524,-0.0003596464344155,0.0755087375640732,0.1217665326211641,9.909278480293104,234.0
2024-11-11,Amritsar,98.25,241.19,12.59,22.46,32.35,32.08,10.73,0.67,45.78,0.0002916437644225,294.4122511545817,-0.9326738119125366,0.1060703595479329,10.0,0.7391629138962317,31.63,74.87,227.5,8.534666180569327e-05,-0.0003075612045943,0.0729156866669638,0.1265599384583596,9.909278480293104,234.0
2024-11-12,Amritsar,118.53,252.0,12.36,21.86,27.73,32.09,20.7,1.42,46.78,0.0005453930934894,295.0117588043213,0.7923182646433512,-0.8579924901326498,1.0,0.7391629138962317,31.63,74.87,295.1,9.36999988267559e-05,-0.000255475974773,0.0703226357698544,0.1250393855159899,9.909278480293104,234.0
2024-11-13,Amritsar,138.57,275.51,14.34,22.39,33.26,31.61,18.32,1.21,51.25,0.0003500113671177,294.0731951395671,0.862799326578776,0.5236981709798177,44.0,0.7391629138962317,31.63,74.87,314.2846153846154,0.0001020533358478,-0.0002033907449517,0.0677295848727451,0.1235188325736202,9.909278480293104,234.0
2024-11-14,Amritsar,139.57,336.14,10.43,19.29,29.65,30.03,13.16,0.92,47.25,0.0002947375713682,293.89226659138996,0.0715624491373698,-0.1103604634602864,7.0,0.7391629138962317,31.63,74.87,315.05384615384617,0.0001334894623142,-0.0001513055151305,0.063225448685938,0.1216397956014083,9.909278480293104,234.0
2024-11-15,Amritsar,118.19,315.75,12.39,19.65,31.41,30.51,17.47,1.22,48.53,0.0002394637756186,293.1576976776123,1.4211093584696453,-0.5937906901041666,0.0,0.7391629138962317,31.63,74.87,293.9666666666667,7.425728108506167e-05,-9.922028530925328e-05,0.058721312499131,0.1290912032128267,9.909278480293104,234.0
2024-11-16,Amritsar,131.98,353.8,19.57,23.31,40.76,31.15,13.04,0.91,49.03,0.0001841899798691,291.89881261189777,0.9235596259435018,-0.6443608601888021,0.0,0.7391629138962317,31.63,74.87,309.2153846153846,8.700227030566298e-05,-4.713505548798491e-05,0.054217176312324,0.1370525734565467,9.909278480293104,234.0
2024-11-17,Amritsar,75.36,259.9,16.17,24.92,37.38,31.39,11.16,0.76,50.41,0.0001289161841196,291.8112983703613,1.646511793136597,-0.6825252771377563,42.0,0.7391629138962317,31.63,74.87,151.2,0.0001115163299027,4.950174333283525e-06,0.0525602735578768,0.1284723563260807,9.909278480293104,234.0
2024-11-18,Amritsar,96.69,246.79,19.86,27.57,42.04,33.28,14.97,0.83,47.81,0.0002137018891515,291.60789171854657,0.994165023167928,-0.7052886088689169,73.0,0.7391629138962317,31.63,74.87,222.3,0.0001403698697687,0.0004910880816172,0.0413005768508399,0.1261679083109769,9.909278480293104,234.0
2024-11-19,Amritsar,130.11,265.69,13.81,23.57,34.1,30.98,14.54,1.0,47.44,0.000356384877499,291.42178281148273,0.5655084451039633,-0.3512627681096394,80.0,0.7391629138962317,31.63,74.87,307.7769230769231,0.0001643029323237,0.0011866590479231,0.0438860463490712,0.1217746683221068,9.909278480293104,234.0
2024-11-20,Amritsar,104.45,224.59,27.18,33.02,49.81,33.71,15.24,1.0,49.28,0.0002939301480642,290.6505807240804,-0.0101200739542643,0.0255574385325113,49.0,0.7391629138962317,31.63,74.87,248.16666666666669,0.0001882359948787,0.0018822300142291,0.0464715158473026,0.1173814283332367,9.909278480293104,234.0
2024-11-21,Amritsar,101.43,234.89,24.87,32.39,47.69,34.81,19.6,1.36,47.75,0.0004097170452815,290.6085147857666,-0.1230632861455281,0.3278026580810547,28.0,0.7391629138962317,31.63,74.87,238.1,0.0001222942191638,0.0002305114085687,0.0523765943944814,0.1198405531144697,9.909278480293104,234.0
2024-11-22,Amritsar,109.11,256.0,17.4,28.41,38.6,32.84,10.91,0.76,49.22,0.0003667212149591,291.3322099049886,-1.016022364298503,0.2774588267008464,4.0,0.7391629138962317,31.63,74.87,263.7,0.0001153433840954,0.0001781329046934,0.0512785819449617,0.1206626668571915,9.909278480293104,234.0
2024-11-23,Amritsar,85.97,187.92,21.67,26.64,42.34,32.58,13.26,0.93,47.69,0.0003280803357483,291.7358856201172,-1.2844613393147786,-0.1883172988891601,2.0,0.7391629138962317,31.63,74.87,186.56666666666663,8.558155968778628e-05,-2.469036553524214e-05,0.0336549021303391,0.1250364482401828,9.909278480293104,234.0
2024-11-24,Amritsar,70.21,199.33,22.26,31.98,46.54,33.42,27.56,1.92,47.03,0.0002894394565375,292.2544822692871,0.5586624145507812,-1.019997278849284,13.0,0.7391629138962317,31.63,74.87,134.0333333333333,0.0001101035668398,-0.0002275136357638,0.0537377482351023,0.1254175603389711,9.909278480293104,234.0
